Date,Y,Lag_1,Lag_2,Lag_3
2015-09-30,16.559999,16.443333,16.562,17.127333
2015-10-01,15.992,16.559999,16.443333,16.562
2015-10-02,16.504667,15.992,16.559999,16.443333
2015-10-05,16.41,16.504667,15.992,16.559999
2015-10-06,16.097334,16.41,16.504667,15.992
2015-10-07,15.464,16.097334,16.41,16.504667
2015-10-08,15.114667,15.464,16.097334,16.41
2015-10-09,14.712667,15.114667,15.464,16.097334
2015-10-12,14.372,14.712667,15.114667,15.464
2015-10-13,14.616667,14.372,14.712667,15.114667
2015-10-14,14.458667,14.616667,14.372,14.712667
2015-10-15,14.754,14.458667,14.616667,14.372
2015-10-16,15.134,14.754,14.458667,14.616667
2015-10-19,15.206667,15.134,14.754,14.458667
2015-10-20,14.202,15.206667,15.134,14.754
2015-10-21,14.006,14.202,15.206667,15.134
2015-10-22,14.114667,14.006,14.202,15.206667
2015-10-23,13.939333,14.114667,14.006,14.202
2015-10-26,14.350667,13.939333,14.114667,14.006
2015-10-27,14.023333,14.350667,13.939333,14.114667
2015-10-28,14.197333,14.023333,14.350667,13.939333
2015-10-29,14.108667,14.197333,14.023333,14.350667
2015-10-30,13.795333,14.108667,14.197333,14.023333
2015-11-02,14.252667,13.795333,14.108667,14.197333
2015-11-03,13.89,14.252667,13.795333,14.108667
2015-11-04,15.442,13.89,14.252667,13.795333
2015-11-05,15.451333,15.442,13.89,14.252667
2015-11-06,15.490667,15.451333,15.442,13.89
2015-11-09,15.022,15.490667,15.451333,15.442
2015-11-10,14.433333,15.022,15.490667,15.451333
2015-11-11,14.605333,14.433333,15.022,15.490667
2015-11-12,14.196,14.605333,14.433333,15.022
2015-11-13,13.812667,14.196,14.605333,14.433333
2015-11-16,14.287333,13.812667,14.196,14.605333
2015-11-17,14.266667,14.287333,13.812667,14.196
2015-11-18,14.738,14.266667,14.287333,13.812667
2015-11-19,14.786667,14.738,14.266667,14.287333
2015-11-20,14.667333,14.786667,14.738,14.266667
2015-11-23,14.516667,14.667333,14.786667,14.738
2015-11-24,14.55,14.516667,14.667333,14.786667
2015-11-25,15.309333,14.55,14.516667,14.667333
2015-11-27,15.440667,15.309333,14.55,14.516667
2015-11-30,15.350667,15.440667,15.309333,14.55
2015-12-01,15.812667,15.350667,15.440667,15.309333
2015-12-02,15.466,15.812667,15.350667,15.440667
2015-12-03,15.514,15.466,15.812667,15.350667
2015-12-04,15.358667,15.514,15.466,15.812667
2015-12-07,15.408667,15.358667,15.514,15.466
2015-12-08,15.114667,15.408667,15.358667,15.514
2015-12-09,14.968,15.114667,15.408667,15.358667
2015-12-10,15.138,14.968,15.114667,15.408667
2015-12-11,14.468,15.138,14.968,15.114667
2015-12-14,14.572,14.468,15.138,14.968
2015-12-15,14.739333,14.572,14.468,15.138
2015-12-16,15.634,14.739333,14.572,14.468
2015-12-17,15.559333,15.634,14.739333,14.572
2015-12-18,15.364,15.559333,15.634,14.739333
2015-12-21,15.504,15.364,15.559333,15.634
2015-12-22,15.33,15.504,15.364,15.559333
2015-12-23,15.313333,15.33,15.504,15.364
2015-12-24,15.371333,15.313333,15.33,15.504
2015-12-28,15.263333,15.371333,15.313333,15.33
2015-12-29,15.812667,15.263333,15.371333,15.313333
2015-12-30,15.872667,15.812667,15.263333,15.371333
2015-12-31,16.000668,15.872667,15.812667,15.263333
2016-01-04,14.894,16.000668,15.872667,15.812667
2016-01-05,14.895333,14.894,16.000668,15.872667
2016-01-06,14.602667,14.895333,14.894,16.000668
2016-01-07,14.376667,14.602667,14.895333,14.894
2016-01-08,14.066667,14.376667,14.602667,14.895333
2016-01-11,13.856667,14.066667,14.376667,14.602667
2016-01-12,13.998,13.856667,14.066667,14.376667
2016-01-13,13.354,13.998,13.856667,14.066667
2016-01-14,13.745333,13.354,13.998,13.856667
2016-01-15,13.666,13.745333,13.354,13.998
2016-01-19,13.648,13.666,13.745333,13.354
2016-01-20,13.246667,13.648,13.666,13.745333
2016-01-21,13.331333,13.246667,13.648,13.666
2016-01-22,13.503333,13.331333,13.246667,13.648
2016-01-25,13.092,13.503333,13.331333,13.246667
2016-01-26,12.904,13.092,13.503333,13.331333
2016-01-27,12.538,12.904,13.092,13.503333
2016-01-28,12.646667,12.538,12.904,13.092
2016-01-29,12.746667,12.646667,12.538,12.904
2016-02-01,13.129333,12.746667,12.646667,12.538
2016-02-02,12.185333,13.129333,12.746667,12.646667
2016-02-03,11.565333,12.185333,13.129333,12.746667
2016-02-04,11.688667,11.565333,12.185333,13.129333
2016-02-05,10.84,11.688667,11.565333,12.185333
2016-02-08,9.866,10.84,11.688667,11.565333
2016-02-09,9.883333,9.866,10.84,11.688667
2016-02-10,9.578,9.883333,9.866,10.84
2016-02-11,10.031333,9.578,9.883333,9.866
2016-02-12,10.069333,10.031333,9.578,9.883333
2016-02-16,10.344667,10.069333,10.031333,9.578
2016-02-17,11.245333,10.344667,10.069333,10.031333
2016-02-18,11.118,11.245333,10.344667,10.069333
2016-02-19,11.105333,11.118,11.245333,10.344667
2016-02-22,11.849333,11.105333,11.118,11.245333
2016-02-23,11.814,11.849333,11.105333,11.118
2016-02-24,11.933333,11.814,11.849333,11.105333
2016-02-25,12.495333,11.933333,11.814,11.849333
2016-02-26,12.689333,12.495333,11.933333,11.814
2016-02-29,12.795333,12.689333,12.495333,11.933333
2016-03-01,12.423333,12.795333,12.689333,12.495333
2016-03-02,12.556,12.423333,12.795333,12.689333
2016-03-03,13.049333,12.556,12.423333,12.795333
2016-03-04,13.402667,13.049333,12.556,12.423333
2016-03-07,13.686,13.402667,13.049333,12.556
2016-03-08,13.506667,13.686,13.402667,13.049333
2016-03-09,13.914667,13.506667,13.686,13.402667
2016-03-10,13.678667,13.914667,13.506667,13.686
2016-03-11,13.833333,13.678667,13.914667,13.506667
2016-03-14,14.343333,13.833333,13.678667,13.914667
2016-03-15,14.556,14.343333,13.833333,13.678667
2016-03-16,14.795333,14.556,14.343333,13.833333
2016-03-17,15.092,14.795333,14.556,14.343333
2016-03-18,15.516,15.092,14.795333,14.556
2016-03-21,15.888,15.516,15.092,14.795333
2016-03-22,15.616,15.888,15.516,15.092
2016-03-23,14.838667,15.616,15.888,15.516
2016-03-24,15.183333,14.838667,15.616,15.888
2016-03-28,15.350667,15.183333,14.838667,15.616
2016-03-29,15.342,15.350667,15.183333,14.838667
2016-03-30,15.126,15.342,15.350667,15.183333
2016-03-31,15.318,15.126,15.342,15.350667
2016-04-01,15.839333,15.318,15.126,15.342
2016-04-04,16.466,15.839333,15.318,15.126
2016-04-05,17.031334,16.466,15.839333,15.318
2016-04-06,17.694668,17.031334,16.466,15.839333
2016-04-07,17.146667,17.694668,17.031334,16.466
2016-04-08,16.671333,17.146667,17.694668,17.031334
2016-04-11,16.661333,16.671333,17.146667,17.694668
2016-04-12,16.521334,16.661333,16.671333,17.146667
2016-04-13,16.968666,16.521334,16.661333,16.671333
2016-04-14,16.790667,16.968666,16.521334,16.661333
2016-04-15,16.967333,16.790667,16.968666,16.521334
2016-04-18,16.925333,16.967333,16.790667,16.968666
2016-04-19,16.491333,16.925333,16.967333,16.790667
2016-04-20,16.664667,16.491333,16.925333,16.967333
2016-04-21,16.552668,16.664667,16.491333,16.925333
2016-04-22,16.916668,16.552668,16.664667,16.491333
2016-04-25,16.788,16.916668,16.552668,16.664667
2016-04-26,16.916,16.788,16.916668,16.552668
2016-04-27,16.764668,16.916,16.788,16.916668
2016-04-28,16.514,16.764668,16.916,16.788
2016-04-29,16.050667,16.514,16.764668,16.916
2016-05-02,16.120001,16.050667,16.514,16.764668
2016-05-03,15.488,16.120001,16.050667,16.514
2016-05-04,14.837333,15.488,16.120001,16.050667
2016-05-05,14.102,14.837333,15.488,16.120001
2016-05-06,14.328667,14.102,14.837333,15.488
2016-05-09,13.928,14.328667,14.102,14.837333
2016-05-10,13.912667,13.928,14.328667,14.102
2016-05-11,13.930667,13.912667,13.928,14.328667
2016-05-12,13.818667,13.930667,13.912667,13.928
2016-05-13,13.840667,13.818667,13.930667,13.912667
2016-05-16,13.886,13.840667,13.818667,13.930667
2016-05-17,13.644,13.886,13.840667,13.818667
2016-05-18,14.078,13.644,13.886,13.840667
2016-05-19,14.347333,14.078,13.644,13.886
2016-05-20,14.685333,14.347333,14.078,13.644
2016-05-23,14.414667,14.685333,14.347333,14.078
2016-05-24,14.527333,14.414667,14.685333,14.347333
2016-05-25,14.638667,14.527333,14.414667,14.685333
2016-05-26,15.008,14.638667,14.527333,14.414667
2016-05-27,14.869333,15.008,14.638667,14.527333
2016-05-31,14.882,14.869333,15.008,14.638667
2016-06-01,14.637333,14.882,14.869333,15.008
2016-06-02,14.597333,14.637333,14.882,14.869333
2016-06-03,14.599333,14.597333,14.637333,14.882
2016-06-06,14.712,14.599333,14.597333,14.637333
2016-06-07,15.489333,14.712,14.599333,14.597333
2016-06-08,15.701333,15.489333,14.712,14.599333
2016-06-09,15.290667,15.701333,15.489333,14.712
2016-06-10,14.586,15.290667,15.701333,15.489333
2016-06-13,14.524667,14.586,15.290667,15.701333
2016-06-14,14.330667,14.524667,14.586,15.290667
2016-06-15,14.513333,14.330667,14.524667,14.586
2016-06-16,14.528667,14.513333,14.330667,14.524667
2016-06-17,14.364667,14.528667,14.513333,14.330667
2016-06-20,14.646667,14.364667,14.528667,14.513333
2016-06-21,14.640667,14.646667,14.364667,14.528667
2016-06-22,13.110667,14.640667,14.646667,14.364667
2016-06-23,13.093333,13.110667,14.640667,14.646667
2016-06-24,12.876667,13.093333,13.110667,14.640667
2016-06-27,13.236667,12.876667,13.093333,13.110667
2016-06-28,13.452667,13.236667,12.876667,13.093333
2016-06-29,14.012667,13.452667,13.236667,12.876667
2016-06-30,14.152,14.012667,13.452667,13.236667
2016-07-01,14.433333,14.152,14.012667,13.452667
2016-07-05,14.265333,14.433333,14.152,14.012667
2016-07-06,14.296,14.265333,14.433333,14.152
2016-07-07,14.396,14.296,14.265333,14.433333
2016-07-08,14.452,14.396,14.296,14.265333
2016-07-11,14.985333,14.452,14.396,14.296
2016-07-12,14.976667,14.985333,14.452,14.396
2016-07-13,14.835333,14.976667,14.985333,14.452
2016-07-14,14.768667,14.835333,14.976667,14.985333
2016-07-15,14.693333,14.768667,14.835333,14.976667
2016-07-18,15.083333,14.693333,14.768667,14.835333
2016-07-19,15.017333,15.083333,14.693333,14.768667
2016-07-20,15.224,15.017333,15.083333,14.693333
2016-07-21,14.7,15.224,15.017333,15.083333
2016-07-22,14.818,14.7,15.224,15.017333
2016-07-25,15.334,14.818,14.7,15.224
2016-07-26,15.300667,15.334,14.818,14.7
2016-07-27,15.232667,15.300667,15.334,14.818
2016-07-28,15.374,15.232667,15.300667,15.334
2016-07-29,15.652667,15.374,15.232667,15.300667
2016-08-01,15.334,15.652667,15.374,15.232667
2016-08-02,15.146667,15.334,15.652667,15.374
2016-08-03,15.052667,15.146667,15.334,15.652667
2016-08-04,15.374,15.052667,15.146667,15.334
2016-08-05,15.335333,15.374,15.052667,15.146667
2016-08-08,15.077333,15.335333,15.374,15.052667
2016-08-09,15.272,15.077333,15.335333,15.374
2016-08-10,15.043333,15.272,15.077333,15.335333
2016-08-11,14.994,15.043333,15.272,15.077333
2016-08-12,15.040667,14.994,15.043333,15.272
2016-08-15,15.039333,15.040667,14.994,15.043333
2016-08-16,14.907333,15.039333,15.040667,14.994
2016-08-17,14.882667,14.907333,15.039333,15.040667
2016-08-18,14.900667,14.882667,14.907333,15.039333
2016-08-19,15.0,14.900667,14.882667,14.907333
2016-08-22,14.862,15.0,14.900667,14.882667
2016-08-23,14.989333,14.862,15.0,14.900667
2016-08-24,14.841333,14.989333,14.862,15.0
2016-08-25,14.730667,14.841333,14.989333,14.862
2016-08-26,14.666,14.730667,14.841333,14.989333
2016-08-29,14.346667,14.666,14.730667,14.841333
2016-08-30,14.089333,14.346667,14.666,14.730667
2016-08-31,14.134,14.089333,14.346667,14.666
2016-09-01,13.384667,14.134,14.089333,14.346667
2016-09-02,13.185333,13.384667,14.134,14.089333
2016-09-06,13.522,13.185333,13.384667,14.134
2016-09-07,13.447333,13.522,13.185333,13.384667
2016-09-08,13.157333,13.447333,13.522,13.185333
2016-09-09,12.964667,13.157333,13.447333,13.522
2016-09-12,13.22,12.964667,13.157333,13.447333
2016-09-13,13.07,13.22,12.964667,13.157333
2016-09-14,13.094,13.07,13.22,12.964667
2016-09-15,13.361333,13.094,13.07,13.22
2016-09-16,13.693333,13.361333,13.094,13.07
2016-09-19,13.756,13.693333,13.361333,13.094
2016-09-20,13.642667,13.756,13.693333,13.361333
2016-09-21,13.681333,13.642667,13.756,13.693333
2016-09-22,13.762,13.681333,13.642667,13.756
2016-09-23,13.83,13.762,13.681333,13.642667
2016-09-26,13.932667,13.83,13.762,13.681333
2016-09-27,13.720667,13.932667,13.83,13.762
2016-09-28,13.751333,13.720667,13.932667,13.83
2016-09-29,13.38,13.751333,13.720667,13.932667
2016-09-30,13.602,13.38,13.751333,13.720667
2016-10-03,14.246667,13.602,13.38,13.751333
2016-10-04,14.094,14.246667,13.602,13.38
2016-10-05,13.897333,14.094,14.246667,13.602
2016-10-06,13.4,13.897333,14.094,14.246667
2016-10-07,13.107333,13.4,13.897333,14.094
2016-10-10,13.396667,13.107333,13.4,13.897333
2016-10-11,13.34,13.396667,13.107333,13.4
2016-10-12,13.434,13.34,13.396667,13.107333
2016-10-13,13.349333,13.434,13.34,13.396667
2016-10-14,13.100667,13.349333,13.434,13.34
2016-10-17,12.930667,13.100667,13.349333,13.434
2016-10-18,13.273333,12.930667,13.100667,13.349333
2016-10-19,13.570667,13.273333,12.930667,13.100667
2016-10-20,13.273333,13.570667,13.273333,12.930667
2016-10-21,13.339333,13.273333,13.570667,13.273333
2016-10-24,13.517333,13.339333,13.273333,13.570667
2016-10-25,13.489333,13.517333,13.339333,13.273333
2016-10-26,13.482667,13.489333,13.517333,13.339333
2016-10-27,13.600667,13.482667,13.489333,13.517333
2016-10-28,13.331333,13.600667,13.482667,13.489333
2016-10-31,13.182,13.331333,13.600667,13.482667
2016-11-01,12.719333,13.182,13.331333,13.600667
2016-11-02,12.534667,12.719333,13.182,13.331333
2016-11-03,12.494667,12.534667,12.719333,13.182
2016-11-04,12.704,12.494667,12.534667,12.719333
2016-11-07,12.880667,12.704,12.494667,12.534667
2016-11-08,12.996,12.880667,12.704,12.494667
2016-11-09,12.670667,12.996,12.880667,12.704
2016-11-10,12.356667,12.670667,12.996,12.880667
2016-11-11,12.570667,12.356667,12.670667,12.996
2016-11-14,12.096667,12.570667,12.356667,12.670667
2016-11-15,12.251333,12.096667,12.570667,12.356667
2016-11-16,12.262,12.251333,12.096667,12.570667
2016-11-17,12.577333,12.262,12.251333,12.096667
2016-11-18,12.334667,12.577333,12.262,12.251333
2016-11-21,12.301333,12.334667,12.577333,12.262
2016-11-22,12.744667,12.301333,12.334667,12.577333
2016-11-23,12.876,12.744667,12.301333,12.334667
2016-11-25,13.11,12.876,12.744667,12.301333
2016-11-28,13.074667,13.11,12.876,12.744667
2016-11-29,12.638,13.074667,13.11,12.876
2016-11-30,12.626667,12.638,13.074667,13.11
2016-12-01,12.125333,12.626667,12.638,13.074667
2016-12-02,12.098,12.125333,12.626667,12.638
2016-12-05,12.453333,12.098,12.125333,12.626667
2016-12-06,12.39,12.453333,12.098,12.125333
2016-12-07,12.876667,12.39,12.453333,12.098
2016-12-08,12.819333,12.876667,12.39,12.453333
2016-12-09,12.812,12.819333,12.876667,12.39
2016-12-12,12.828667,12.812,12.819333,12.876667
2016-12-13,13.21,12.828667,12.812,12.819333
2016-12-14,13.246,13.21,12.828667,12.812
2016-12-15,13.172,13.246,13.21,12.828667
2016-12-16,13.499333,13.172,13.246,13.21
2016-12-19,13.515333,13.499333,13.172,13.246
2016-12-20,13.919333,13.515333,13.499333,13.172
2016-12-21,13.846667,13.919333,13.515333,13.499333
2016-12-22,13.896667,13.846667,13.919333,13.515333
2016-12-23,14.222667,13.896667,13.846667,13.919333
2016-12-27,14.635333,14.222667,13.896667,13.846667
2016-12-28,14.649333,14.635333,14.222667,13.896667
2016-12-29,14.312,14.649333,14.635333,14.222667
2016-12-30,14.246,14.312,14.649333,14.635333
2017-01-03,14.466,14.246,14.312,14.649333
2017-01-04,15.132667,14.466,14.246,14.312
2017-01-05,15.116667,15.132667,14.466,14.246
2017-01-06,15.267333,15.116667,15.132667,14.466
2017-01-09,15.418667,15.267333,15.116667,15.132667
2017-01-10,15.324667,15.418667,15.267333,15.116667
2017-01-11,15.315333,15.324667,15.418667,15.267333
2017-01-12,15.306,15.315333,15.324667,15.418667
2017-01-13,15.85,15.306,15.315333,15.324667
2017-01-17,15.705333,15.85,15.306,15.315333
2017-01-18,15.890667,15.705333,15.85,15.306
2017-01-19,16.250668,15.890667,15.705333,15.85
2017-01-20,16.315332,16.250668,15.890667,15.705333
2017-01-23,16.594667,16.315332,16.250668,15.890667
2017-01-24,16.974001,16.594667,16.315332,16.250668
2017-01-25,16.964666,16.974001,16.594667,16.315332
2017-01-26,16.834,16.964666,16.974001,16.594667
2017-01-27,16.863333,16.834,16.964666,16.974001
2017-01-30,16.708668,16.863333,16.834,16.964666
2017-01-31,16.795334,16.708668,16.863333,16.834
2017-02-01,16.615999,16.795334,16.708668,16.863333
2017-02-02,16.77,16.615999,16.795334,16.708668
2017-02-03,16.755333,16.77,16.615999,16.795334
2017-02-06,17.184668,16.755333,16.77,16.615999
2017-02-07,17.165333,17.184668,16.755333,16.77
2017-02-08,17.472,17.165333,17.184668,16.755333
2017-02-09,17.946667,17.472,17.165333,17.184668
2017-02-10,17.948668,17.946667,17.472,17.165333
2017-02-13,18.706667,17.948668,17.946667,17.472
2017-02-14,18.732,18.706667,17.948668,17.946667
2017-02-15,18.650667,18.732,18.706667,17.948668
2017-02-16,17.93,18.650667,18.732,18.706667
2017-02-17,18.148666,17.93,18.650667,18.732
2017-02-21,18.492666,18.148666,17.93,18.650667
2017-02-22,18.233999,18.492666,18.148666,17.93
2017-02-23,17.066,18.233999,18.492666,18.148666
2017-02-24,17.133333,17.066,18.233999,18.492666
2017-02-27,16.415333,17.133333,17.066,18.233999
2017-02-28,16.666,16.415333,17.133333,17.066
2017-03-01,16.667999,16.666,16.415333,17.133333
2017-03-02,16.698668,16.667999,16.666,16.415333
2017-03-03,16.771334,16.698668,16.667999,16.666
2017-03-06,16.747334,16.771334,16.698668,16.667999
2017-03-07,16.572666,16.747334,16.771334,16.698668
2017-03-08,16.458,16.572666,16.747334,16.771334
2017-03-09,16.326668,16.458,16.572666,16.747334
2017-03-10,16.246,16.326668,16.458,16.572666
2017-03-13,16.411333,16.246,16.326668,16.458
2017-03-14,17.200001,16.411333,16.246,16.326668
2017-03-15,17.048668,17.200001,16.411333,16.246
2017-03-16,17.469999,17.048668,17.200001,16.411333
2017-03-17,17.433332,17.469999,17.048668,17.200001
2017-03-20,17.461332,17.433332,17.469999,17.048668
2017-03-21,16.712,17.461332,17.433332,17.469999
2017-03-22,17.000668,16.712,17.461332,17.433332
2017-03-23,16.985332,17.000668,16.712,17.461332
2017-03-24,17.544001,16.985332,17.000668,16.712
2017-03-27,18.014668,17.544001,16.985332,17.000668
2017-03-28,18.496668,18.014668,17.544001,16.985332
2017-03-29,18.492001,18.496668,18.014668,17.544001
2017-03-30,18.528,18.492001,18.496668,18.014668
2017-03-31,18.553333,18.528,18.492001,18.496668
2017-04-03,19.901333,18.553333,18.528,18.492001
2017-04-04,20.246668,19.901333,18.553333,18.528
2017-04-05,19.666668,20.246668,19.901333,18.553333
2017-04-06,19.913334,19.666668,20.246668,19.901333
2017-04-07,20.169333,19.913334,19.666668,20.246668
2017-04-10,20.826,20.169333,19.913334,19.666668
2017-04-11,20.580667,20.826,20.169333,19.913334
2017-04-12,19.789333,20.580667,20.826,20.169333
2017-04-13,20.266666,19.789333,20.580667,20.826
2017-04-17,20.096001,20.266666,19.789333,20.580667
2017-04-18,20.016666,20.096001,20.266666,19.789333
2017-04-19,20.368,20.016666,20.096001,20.266666
2017-04-20,20.167334,20.368,20.016666,20.096001
2017-04-21,20.373333,20.167334,20.368,20.016666
2017-04-24,20.535334,20.373333,20.167334,20.368
2017-04-25,20.919333,20.535334,20.373333,20.167334
2017-04-26,20.677999,20.919333,20.535334,20.373333
2017-04-27,20.575333,20.677999,20.919333,20.535334
2017-04-28,20.938,20.575333,20.677999,20.919333
2017-05-01,21.521999,20.938,20.575333,20.677999
2017-05-02,21.259333,21.521999,20.938,20.575333
2017-05-03,20.734667,21.259333,21.521999,20.938
2017-05-04,19.697332,20.734667,21.259333,21.521999
2017-05-05,20.556667,19.697332,20.734667,21.259333
2017-05-08,20.479334,20.556667,19.697332,20.734667
2017-05-09,21.417334,20.479334,20.556667,19.697332
2017-05-10,21.681334,21.417334,20.479334,20.556667
2017-05-11,21.540001,21.681334,21.417334,20.479334
2017-05-12,21.653999,21.540001,21.681334,21.417334
2017-05-15,21.058666,21.653999,21.540001,21.681334
2017-05-16,21.134001,21.058666,21.653999,21.540001
2017-05-17,20.407333,21.134001,21.058666,21.653999
2017-05-18,20.870667,20.407333,21.134001,21.058666
2017-05-19,20.722,20.870667,20.407333,21.134001
2017-05-22,20.690001,20.722,20.870667,20.407333
2017-05-23,20.257334,20.690001,20.722,20.870667
2017-05-24,20.681334,20.257334,20.690001,20.722
2017-05-25,21.122,20.681334,20.257334,20.690001
2017-05-26,21.676001,21.122,20.681334,20.257334
2017-05-30,22.34,21.676001,21.122,20.681334
2017-05-31,22.733999,22.34,21.676001,21.122
2017-06-01,22.691334,22.733999,22.34,21.676001
2017-06-02,22.656668,22.691334,22.733999,22.34
2017-06-05,23.154667,22.656668,22.691334,22.733999
2017-06-06,23.523333,23.154667,22.656668,22.691334
2017-06-07,23.976667,23.523333,23.154667,22.656668
2017-06-08,24.666668,23.976667,23.523333,23.154667
2017-06-09,23.821333,24.666668,23.976667,23.523333
2017-06-12,23.934,23.821333,24.666668,23.976667
2017-06-13,25.063334,23.934,23.821333,24.666668
2017-06-14,25.377333,25.063334,23.934,23.821333
2017-06-15,25.022667,25.377333,25.063334,23.934
2017-06-16,24.76,25.022667,25.377333,25.063334
2017-06-19,24.653334,24.76,25.022667,25.377333
2017-06-20,24.816,24.653334,24.76,25.022667
2017-06-21,25.093332,24.816,24.653334,24.76
2017-06-22,25.507334,25.093332,24.816,24.653334
2017-06-23,25.563334,25.507334,25.093332,24.816
2017-06-26,25.166,25.563334,25.507334,25.093332
2017-06-27,24.158001,25.166,25.563334,25.507334
2017-06-28,24.749332,24.158001,25.166,25.563334
2017-06-29,24.049999,24.749332,24.158001,25.166
2017-06-30,24.107332,24.049999,24.749332,24.158001
2017-07-03,23.507999,24.107332,24.049999,24.749332
2017-07-05,21.806,23.507999,24.107332,24.049999
2017-07-06,20.588667,21.806,23.507999,24.107332
2017-07-07,20.881332,20.588667,21.806,23.507999
2017-07-10,21.07,20.881332,20.588667,21.806
2017-07-11,21.814667,21.07,20.881332,20.588667
2017-07-12,21.968,21.814667,21.07,20.881332
2017-07-13,21.560667,21.968,21.814667,21.07
2017-07-14,21.851999,21.560667,21.968,21.814667
2017-07-17,21.304667,21.851999,21.560667,21.968
2017-07-18,21.882668,21.304667,21.851999,21.560667
2017-07-19,21.684,21.882668,21.304667,21.851999
2017-07-20,21.994667,21.684,21.882668,21.304667
2017-07-21,21.893333,21.994667,21.684,21.882668
2017-07-24,22.834667,21.893333,21.994667,21.684
2017-07-25,22.639999,22.834667,21.893333,21.994667
2017-07-26,22.923332,22.639999,22.834667,21.893333
2017-07-27,22.297333,22.923332,22.639999,22.834667
2017-07-28,22.337999,22.297333,22.923332,22.639999
2017-07-31,21.564667,22.337999,22.297333,22.923332
2017-08-01,21.304667,21.564667,22.337999,22.297333
2017-08-02,21.726,21.304667,21.564667,22.337999
2017-08-03,23.139334,21.726,21.304667,21.564667
2017-08-04,23.794001,23.139334,21.726,21.304667
2017-08-07,23.677999,23.794001,23.139334,21.726
2017-08-08,24.348,23.677999,23.794001,23.139334
2017-08-09,24.235332,24.348,23.677999,23.794001
2017-08-10,23.693333,24.235332,24.348,23.677999
2017-08-11,23.858,23.693333,24.235332,24.348
2017-08-14,24.253332,23.858,23.693333,24.235332
2017-08-15,24.155333,24.253332,23.858,23.693333
2017-08-16,24.194,24.155333,24.253332,23.858
2017-08-17,23.461332,24.194,24.155333,24.253332
2017-08-18,23.164,23.461332,24.194,24.155333
2017-08-21,22.524,23.164,23.461332,24.194
2017-08-22,22.756666,22.524,23.164,23.461332
2017-08-23,23.518,22.756666,22.524,23.164
2017-08-24,23.528667,23.518,22.756666,22.524
2017-08-25,23.203333,23.528667,23.518,22.756666
2017-08-28,23.044001,23.203333,23.528667,23.518
2017-08-29,23.157333,23.044001,23.203333,23.528667
2017-08-30,23.545334,23.157333,23.044001,23.203333
2017-08-31,23.726667,23.545334,23.157333,23.044001
2017-09-01,23.693333,23.726667,23.545334,23.157333
2017-09-05,23.306,23.693333,23.726667,23.545334
2017-09-06,22.968666,23.306,23.693333,23.726667
2017-09-07,23.374001,22.968666,23.306,23.693333
2017-09-08,22.893333,23.374001,22.968666,23.306
2017-09-11,24.246,22.893333,23.374001,22.968666
2017-09-12,24.183332,24.246,22.893333,23.374001
2017-09-13,24.415333,24.183332,24.246,22.893333
2017-09-14,25.176001,24.415333,24.183332,24.246
2017-09-15,25.320667,25.176001,24.415333,24.183332
2017-09-18,25.666668,25.320667,25.176001,24.415333
2017-09-19,25.006666,25.666668,25.320667,25.176001
2017-09-20,24.927334,25.006666,25.666668,25.320667
2017-09-21,24.431999,24.927334,25.006666,25.666668
2017-09-22,23.406,24.431999,24.927334,25.006666
2017-09-25,22.999332,23.406,24.431999,24.927334
2017-09-26,23.016666,22.999332,23.406,24.431999
2017-09-27,22.731333,23.016666,22.999332,23.406
2017-09-28,22.639999,22.731333,23.016666,22.999332
2017-09-29,22.74,22.639999,22.731333,23.016666
2017-10-02,22.768667,22.74,22.639999,22.731333
2017-10-03,23.209333,22.768667,22.74,22.639999
2017-10-04,23.667334,23.209333,22.768667,22.74
2017-10-05,23.688667,23.667334,23.209333,22.768667
2017-10-06,23.792,23.688667,23.667334,23.209333
2017-10-09,22.862667,23.792,23.688667,23.667334
2017-10-10,23.705999,22.862667,23.792,23.688667
2017-10-11,23.639999,23.705999,22.862667,23.792
2017-10-12,23.712,23.639999,23.705999,22.862667
2017-10-13,23.704666,23.712,23.639999,23.705999
2017-10-16,23.373333,23.704666,23.712,23.639999
2017-10-17,23.716667,23.373333,23.704666,23.712
2017-10-18,23.976667,23.716667,23.373333,23.704666
2017-10-19,23.454,23.976667,23.716667,23.373333
2017-10-20,23.006666,23.454,23.976667,23.716667
2017-10-23,22.468,23.006666,23.454,23.976667
2017-10-24,22.489332,22.468,23.006666,23.454
2017-10-25,21.722668,22.489332,22.468,23.006666
2017-10-26,21.744667,21.722668,22.489332,22.468
2017-10-27,21.391333,21.744667,21.722668,22.489332
2017-10-30,21.338667,21.391333,21.744667,21.722668
2017-10-31,22.101999,21.338667,21.391333,21.744667
2017-11-01,21.405333,22.101999,21.338667,21.391333
2017-11-02,19.950666,21.405333,22.101999,21.338667
2017-11-03,20.406,19.950666,21.405333,22.101999
2017-11-06,20.185333,20.406,19.950666,21.405333
2017-11-07,20.403334,20.185333,20.406,19.950666
2017-11-08,20.292667,20.403334,20.185333,20.406
2017-11-09,20.199333,20.292667,20.403334,20.185333
2017-11-10,20.199333,20.199333,20.292667,20.403334
2017-11-13,21.026667,20.199333,20.199333,20.292667
2017-11-14,20.58,21.026667,20.199333,20.199333
2017-11-15,20.753332,20.58,21.026667,20.199333
2017-11-16,20.833332,20.753332,20.58,21.026667
2017-11-17,21.003332,20.833332,20.753332,20.58
